id_unidad_instituto,id_implementacion,id_categoria,id_sexo,cantidad_alumnos_inscritos,cantidad_alumnos_certificados,grupo_tipo_unidad,grupo_delegacion,tipo_curso,cantidad_no_accesos
8103,494,146,1,1,0,HMF,BS,Actualización,0
6879,494,148,1,1,0,MF,BS,Actualización,0
6881,494,102,2,1,0,MF,BS,Actualización,0
6881,494,146,1,2,0,MF,BS,Actualización,0
6881,494,146,2,1,0,MF,BS,Actualización,0
6919,494,146,1,2,0,MF,BS,Actualización,0
6919,494,148,2,2,0,MF,BS,Actualización,0
7953,494,148,1,1,0,MF,CC,Actualización,0
8046,494,146,2,1,0,HMF,CL,Actualización,0
8086,494,146,2,1,0,HMF,CM,Actualización,0
7740,494,146,2,2,0,MF,CM,Actualización,0
7778,494,146,2,1,0,MF,CM,Actualización,0
8037,494,146,2,3,0,HMF,CS,Actualización,0
7894,494,146,2,1,0,MF,CS,Actualización,0
7897,494,146,1,1,0,MF,CS,Actualización,0
6885,494,146,2,1,0,MF,CS,Actualización,0
6895,494,146,1,1,0,MF,CS,Actualización,0
6905,494,89,2,1,0,MF,CS,Actualización,0
8017,494,146,1,2,0,HMF,CH,Actualización,0
8019,494,146,1,1,0,HMF,CH,Actualización,0
7987,494,146,1,1,0,MF,CH,Actualización,0
7293,494,146,2,1,0,MF,CH,Actualización,0
7317,494,146,2,1,0,MF,CH,Actualización,0
7668,494,146,2,1,0,MF,DG,Actualización,0
12548,494,146,1,1,0,,GT,Actualización,0
12548,494,146,2,1,0,,GT,Actualización,0
8033,494,146,1,1,0,HMF,GT,Actualización,0
8033,494,146,2,1,0,HMF,GT,Actualización,0
8035,494,146,2,1,0,HMF,GT,Actualización,0
7808,494,148,1,1,0,MF,GT,Actualización,0
7847,494,146,1,1,0,MF,GT,Actualización,0
7853,494,146,2,1,0,MF,GT,Actualización,0
7856,494,146,1,1,0,MF,GT,Actualización,0
7857,494,146,1,1,0,MF,GT,Actualización,0
7857,494,146,2,1,0,MF,GT,Actualización,0
7970,494,146,1,1,0,MF,GT,Actualización,0
7974,494,146,2,1,0,MF,GT,Actualización,0
7860,494,146,2,1,0,MF,GR,Actualización,0
12393,494,148,2,1,0,,GR,Actualización,0
8045,494,146,1,1,0,HMF,HG,Actualización,0
8045,494,146,2,1,0,HMF,HG,Actualización,0
7874,494,146,3,1,0,MF,HG,Actualización,0
8839,494,146,1,1,0,,JC,Actualización,0
6989,494,146,2,1,0,MF,JC,Actualización,0
6991,494,146,2,1,0,MF,JC,Actualización,0
7009,494,146,2,1,0,MF,JC,Actualización,0
7043,494,146,1,1,0,MF,JC,Actualización,0
7043,494,146,2,1,0,MF,JC,Actualización,0
7129,494,146,2,1,0,MF,JC,Actualización,0
7165,494,146,1,1,0,MF,JC,Actualización,0
7165,494,146,2,1,0,MF,JC,Actualización,0
7217,494,146,2,1,0,MF,JC,Actualización,0
7221,494,146,2,1,0,MF,JC,Actualización,0
7287,494,146,2,1,0,MF,JC,Actualización,0
7295,494,146,1,1,0,MF,JC,Actualización,0
8109,494,146,1,1,0,HMF,MCO,Actualización,0
7359,494,146,2,1,0,MF,MCO,Actualización,0
7379,494,146,2,2,0,MF,MCO,Actualización,0
7391,494,146,2,1,0,MF,MCO,Actualización,0
7393,494,146,1,1,0,MF,MCO,Actualización,0
7395,494,146,2,2,0,MF,MCO,Actualización,0
7409,494,146,2,1,0,MF,MCO,Actualización,0
7991,494,146,2,1,0,MF,MCO,Actualización,0
7411,494,146,1,1,0,MF,MCO,Actualización,0
7415,494,146,1,1,0,MF,MCO,Actualización,0
7431,494,146,2,1,0,MF,MCO,Actualización,0
7441,494,146,1,1,0,MF,MCP,Actualización,0
7441,494,146,2,1,0,MF,MCP,Actualización,0
7441,494,148,2,1,0,MF,MCP,Actualización,0
7443,494,146,2,1,0,MF,MCP,Actualización,0
7495,494,146,1,1,0,MF,MCP,Actualización,0
7495,494,146,2,1,0,MF,MCP,Actualización,0
7503,494,148,2,1,0,MF,MCP,Actualización,0
8025,494,146,2,3,0,HMF,MN,Actualización,0
8026,494,146,2,2,0,HMF,MN,Actualización,0
7996,494,146,2,1,0,MF,MN,Actualización,0
7611,494,148,2,1,0,MF,MN,Actualización,0
7613,494,146,2,1,0,MF,MN,Actualización,0
7615,494,146,2,1,0,MF,MN,Actualización,0
8028,494,146,1,1,0,HMF,MS,Actualización,0
7709,494,146,2,1,0,MF,NT,Actualización,0
7713,494,146,1,1,0,MF,NT,Actualización,0
7721,494,146,1,1,0,MF,NT,Actualización,0
7721,494,146,2,1,0,MF,NT,Actualización,0
10909,494,146,2,1,0,,NL,Actualización,0
7741,494,148,1,1,0,MF,NL,Actualización,0
7776,494,146,1,1,0,MF,NL,Actualización,0
7779,494,146,2,1,0,MF,NL,Actualización,0
7780,494,146,1,1,0,MF,NL,Actualización,0
7780,494,148,2,1,0,MF,NL,Actualización,0
7781,494,146,1,1,0,MF,NL,Actualización,0
7781,494,146,2,1,0,MF,NL,Actualización,0
10790,494,148,2,1,0,,NL,Actualización,0
7844,494,146,1,1,0,MF,OC,Actualización,0
7852,494,146,2,1,0,MF,OC,Actualización,0
7855,494,146,2,1,0,MF,OC,Actualización,0
8220,494,146,2,1,0,HP,PL,Actualización,0
7886,494,146,1,1,0,MF,PL,Actualización,0
7886,494,146,2,3,0,MF,PL,Actualización,0
7887,494,146,1,1,0,MF,PL,Actualización,0
7890,494,89,1,2,0,MF,PL,Actualización,0
7890,494,146,1,1,0,MF,PL,Actualización,0
7890,494,146,2,7,0,MF,PL,Actualización,0
7891,494,146,2,1,0,MF,PL,Actualización,0
7892,494,146,2,1,0,MF,PL,Actualización,0
7229,494,146,2,1,0,MF,PL,Actualización,0
